code,date,price,cashdebt,operprof,roa,roic,ret
000792.SZ,20151231,25.68,0.021,54.6813,2.3462,1.9626,0.12334755433440348
000792.SZ,20160331,19.24,-0.0114,46.753,0.523,0.5177,0.1676685240066139
000792.SZ,20160630,21.1,0.015,53.7229,1.2684,1.2154,0.13150230839774177
000792.SZ,20160930,18.66,0.0039,31.5591,1.5505,1.3746,-0.08374595841852558
000792.SZ,20170331,18.39,-0.0128,3.9176,0.175,0.2563,-0.011354542102925897
000792.SZ,20170630,10.45,0.0099,43.0678,0.1908,0.2398,-0.30381910985475374
000792.SZ,20190930,7.66,0.0498,25.9918,1.9738,-67.6292,0.1030423459729214
000826.SZ,20021231,9.42,-0.2238,-9.2721,-20.2898,-26.7272,0.055660847105553815
000826.SZ,20040331,9.54,-9.9759,61.6745,1.2838,0.5401,0.05494111803130114
000826.SZ,20041231,4.6,0.4352,42.3048,8.574,7.3083,-0.12835497458178238
000826.SZ,20050331,3.88,0.1325,33.6614,1.4908,1.4151,-0.17239270337337517
000826.SZ,20050630,3.29,0.208,35.1283,3.3583,3.3047,-0.012084739215071999
000826.SZ,20050930,3.56,0.0238,40.8579,4.4849,4.1991,0.005633817718256064
000826.SZ,20060331,4.64,-0.1201,32.5249,1.3702,1.4938,-0.023430251808385996
000826.SZ,20060630,6.08,0.0034,37.8362,2.7598,3.1395,0.05060101329378945
000826.SZ,20080331,19.76,-0.0952,46.968,1.9727,1.91,0.0030410565757791417
000826.SZ,20080630,15.3,-0.0234,43.2813,4.6147,5.3634,-0.09946079353063793
000826.SZ,20081231,9.38,0.0638,35.6295,8.5233,9.0635,0.06042474840226477
000826.SZ,20090331,11.95,0.2382,36.0905,1.5136,1.7734,0.16918644401200197
000826.SZ,20090630,11.04,0.1971,46.6317,3.9554,4.3036,-0.13217177310848308
000826.SZ,20090930,10.33,0.0038,35.7941,6.1361,6.5697,0.06602397366634431
000826.SZ,20091231,15.45,0.0253,43.5933,8.6232,9.0717,0.009756174945364656
000826.SZ,20100331,18.89,0.0632,39.5337,1.8059,1.8999,0.07300909330644759
000826.SZ,20100630,20.46,0.0771,34.1549,4.3481,4.6858,-0.05422155416663893
000826.SZ,20100930,25.21,0.1625,34.9411,6.805,7.3902,0.09828962385961479
000826.SZ,20101231,33.37,0.3136,34.5463,10.1585,10.8714,0.10645991110112712
000826.SZ,20110331,28.64,0.0906,37.0349,2.2184,2.4834,-0.14170321937403532
000826.SZ,20110630,24.93,-0.0227,38.7926,5.5838,5.8433,0.08493498697527263
000826.SZ,20110930,24.8,0.0699,35.0034,8.5534,9.1911,-0.043399315534555484
000826.SZ,20131231,34.8,-0.092,29.4332,10.8681,10.8792,-0.025533302005164876
000826.SZ,20140630,22.85,-0.4936,33.1991,5.3049,5.3682,0.042921205805442085
000826.SZ,20140930,23.83,-0.3048,29.9657,8.6666,9.1929,-0.005023032746273558
000826.SZ,20141231,27.35,0.0149,38.5137,13.0216,12.727,0.1219507579180231
000826.SZ,20150331,28.68,0.0955,33.7544,2.4161,2.5378,0.028290429839096576
000826.SZ,20150630,38.89,-0.0686,37.4624,5.1341,5.0505,-0.23087904748282753
000826.SZ,20150930,33.7,-0.3673,28.2457,7.7666,9.3201,-0.018230437261445406
000826.SZ,20151231,39.62,0.0457,26.164,10.6867,10.8437,0.04781890454603915
000826.SZ,20160331,32.55,-0.2617,26.6334,1.9364,2.1687,0.15271801482576236
000826.SZ,20160630,30.55,-0.0655,32.9483,3.9948,4.0431,0.013511492419254947
000826.SZ,20160930,33.19,-0.3748,29.7006,6.0333,7.2682,-0.025581406863638172
000826.SZ,20170331,34.3,-0.0727,27.5693,1.4867,1.6108,-0.00870832789178442
000826.SZ,20170630,35.12,-0.0628,33.0119,3.2096,3.1709,0.0412729314085998
000826.SZ,20190930,9.44,-0.008,24.4645,2.8254,3.1221,0.0063762171392758435
000839.SZ,20021231,13.37,0.2815,17.1189,8.0457,5.1092,-0.06864377041864779
000839.SZ,20030331,14.41,-0.2107,31.3834,1.693,1.1077,-0.045446952568379294
000839.SZ,20030630,16.62,-0.508,22.8196,3.9628,2.695,-0.052165356870458375
000839.SZ,20030930,14.71,-0.4325,27.6658,5.4966,3.4703,-0.10079538661760018
000839.SZ,20031231,13.68,-0.4416,27.0714,6.9676,4.1175,-0.007283353391108046
000839.SZ,20040331,17.6,0.0061,36.6755,1.6141,0.908,0.04652001563489291
000839.SZ,20040630,12.67,0.0188,34.0535,3.3316,2.0051,-0.14724902885332178
000839.SZ,20040930,13.23,0.0044,36.8383,4.8503,2.8443,0.018307147444356107
000839.SZ,20041231,13.39,0.3758,51.2628,6.8538,3.8836,-0.01629665696029349
000839.SZ,20050331,10.02,-0.0584,38.5359,1.4241,0.8443,-0.2203452284807676
000839.SZ,20050630,9.04,0.0435,48.9066,2.8359,1.7373,0.02011240978709547
000839.SZ,20050930,10.26,0.0858,43.2325,4.3424,2.5086,-0.02502536756694026
000839.SZ,20060331,9.6,-0.0154,47.6401,1.4336,1.4676,0.03174869831458027
000839.SZ,20060630,19.5,0.017,45.4705,2.9658,3.0926,0.1847861298221164
000839.SZ,20080331,28.65,-0.0549,40.3615,0.9928,1.0288,-0.31810463005023104
000839.SZ,20080630,13.07,0.0275,41.5746,2.3414,2.2045,-0.17566851280647158
000839.SZ,20081231,5.96,0.0967,-17.9505,5.4171,5.3358,-0.010016778243471232
000839.SZ,20090331,13.4,-0.0746,40.1819,1.1101,1.0406,0.2391288470347902
000839.SZ,20090630,14.74,0.0689,48.5312,7.4312,6.5566,-0.02941388520629334
000839.SZ,20090930,14.05,-0.0372,27.7455,8.2173,7.1184,-0.111675056487775
000839.SZ,20091231,14.57,0.1623,12.9603,9.0099,7.9748,-0.028418691907392844
000839.SZ,20100331,14.82,-0.0848,36.1593,1.0163,1.0251,0.021828970441412198
000839.SZ,20100630,11.02,-0.1113,34.1832,2.5508,2.6151,-0.14031414528431138
000839.SZ,20100930,14.37,-0.1207,11.8603,3.0222,3.1989,0.016135039622506814
000839.SZ,20101231,11.98,-0.1021,28.9192,4.5151,4.4209,-0.13196505804855482
000839.SZ,20110331,11.68,-0.0634,28.9484,0.8927,0.9957,-0.06464553595922617
000839.SZ,20110630,10.41,-0.0251,29.8277,1.7295,1.923,-0.010511324682686236
000839.SZ,20110930,8.86,-0.0514,19.1055,2.2891,2.5565,-0.10185550896028225
000839.SZ,20121231,6.02,-0.1022,13.4938,4.0087,4.6026,0.09763846956391586
000839.SZ,20130930,7.74,-0.0656,21.5472,2.3548,2.6963,0.1280095674402149
000839.SZ,20131231,6.25,-0.1083,11.629,3.7274,3.9713,-0.07696104113612832
000839.SZ,20140331,6.68,-0.0215,17.0468,0.6797,0.7383,-0.0969419451922306
000839.SZ,20140630,7.6,-0.0438,17.6086,1.6254,1.7626,0.1671737090427574
000839.SZ,20140930,8.88,-0.0962,23.5106,2.5079,2.7382,0.11188828174503448
000839.SZ,20141231,11.22,0.5452,8.9391,5.2398,4.6235,0.18768349993534006
000839.SZ,20150331,19.22,-0.0209,8.6622,1.1412,1.2307,0.23795087158676823
000839.SZ,20150630,23.57,-0.0377,10.1974,2.5381,2.7674,0.03497010768990957
000839.SZ,20151231,20.35,0.0272,22.5848,5.0791,5.1522,-0.1468938050594357
000839.SZ,20160630,21.31,-0.1709,22.1807,2.3465,2.3531,0.16160842134376605
000839.SZ,20160930,11.19,-0.1351,19.3813,3.2801,3.228,-0.09782549615340795
000839.SZ,20170331,10.22,-0.0529,19.2811,0.9228,0.8231,-0.08079509654357937
000839.SZ,20170630,9.99,-0.0847,23.2733,3.3214,2.8034,0.12910818501343688
000839.SZ,20190930,3.61,-0.0493,11.9611,1.8399,0.8816,-0.024625047305389294
000876.SZ,20021231,7.94,0.4625,17.0368,7.7565,7.6934,0.01778954156349846
000876.SZ,20030331,9.31,0.0537,16.8264,1.5165,1.2607,0.07584458619363914
000876.SZ,20030630,9.6,0.0841,14.321,3.5669,3.0454,-0.15057285847937443
000876.SZ,20030930,8.6,0.0866,17.5466,6.0817,5.0741,-0.04212347281124287
000876.SZ,20031231,8.82,-0.0662,18.0991,7.2303,5.564,0.07532971940404437
000876.SZ,20040331,9.39,0.0453,15.5393,1.3563,0.9778,0.011783746422062364
000876.SZ,20040630,6.78,0.0488,16.1095,3.6974,2.8113,-0.1654644397275317
000876.SZ,20040930,6.89,0.1061,14.4519,5.8668,4.2641,0.0784716154414951
000876.SZ,20041231,5.92,0.2717,17.1076,7.5374,5.0696,-0.1312060559885241
000876.SZ,20050630,6.61,0.2081,15.1109,3.77,2.7105,0.0688848159462986
000876.SZ,20050930,7.4,0.3188,16.5908,5.4534,3.7568,-0.08419209122034797
000876.SZ,20060331,6.93,0.041,14.5359,2.0202,2.3544,0.1016796280898046
000876.SZ,20060630,10.69,0.1287,14.92,4.2929,4.9057,0.146849676522193
000876.SZ,20080331,14.78,-0.0407,5.8762,1.7627,1.9483,-0.33444040388698604
000876.SZ,20080630,8.94,-0.0282,8.0442,4.6872,5.2823,-0.3604708623071013
000876.SZ,20081231,6.35,0.0881,12.8183,7.3048,7.6337,0.0031545767485153453
000876.SZ,20090331,9.16,0.0296,9.5765,2.1635,2.3694,0.10463297833944932
000876.SZ,20090630,10.27,0.0462,11.8431,5.9285,6.5558,0.11002353988547228
000876.SZ,20090930,10.86,0.046,9.0349,8.3537,9.0521,0.0009212345193208402
000876.SZ,20091231,13.78,0.0633,11.3334,9.1119,9.9149,0.013148472843506141
000876.SZ,20100331,12.07,-0.0367,8.145,2.4296,2.612,-0.05087895835510543
000876.SZ,20100630,8.52,-0.0702,8.4559,5.3027,5.7377,-0.11830454805412259
000876.SZ,20100930,17.15,-0.0393,8.5736,8.1516,9.03,0.6948979834582981
000876.SZ,20101231,20.95,0.005,8.7752,11.0073,11.8849,0.12653241729344059
000876.SZ,20110331,18.15,-0.0521,8.0634,3.1012,3.5842,-0.18048332098220354
000876.SZ,20110630,19.95,-0.048,10.0573,7.35,8.4554,0.0765400771223344
000876.SZ,20110930,19.25,0.0105,9.2931,12.5047,14.1497,-0.031196597883233288
000876.SZ,20121231,12.49,0.6342,5.4414,12.0981,13.009,0.17260113924862666
000876.SZ,20130930,11.58,0.1443,5.4549,8.9353,9.8153,0.08465898823135089
000876.SZ,20131231,14.33,0.303,6.6855,11.9259,12.5145,0.10048755091595182
000876.SZ,20140331,11.71,-0.0974,4.3654,1.8057,1.8915,0.037411931539713256
000876.SZ,20140630,11.29,-0.0382,6.7301,5.1519,5.4875,-0.06597681313746884
000876.SZ,20140930,14.3,0.1471,7.0864,8.3467,8.7784,0.011251876797434847
000876.SZ,20141231,14.0,0.3898,5.2709,10.5088,11.0569,-0.04196419909903208
000876.SZ,20150331,20.7,0.1146,7.2108,2.5389,2.7568,0.27329333499968134
000876.SZ,20150630,19.41,0.9682,6.9667,5.4044,5.9378,-0.12570849835745146
000876.SZ,20160331,16.08,0.4682,9.1524,2.719,3.0102,-0.16633626107337426
000876.SZ,20160630,8.32,0.4159,7.9413,5.609,6.2227,-0.7268283553903307
000876.SZ,20160930,8.06,0.9103,7.4155,8.1572,9.0095,-0.03893435797545477
000876.SZ,20170331,8.05,0.026,8.2453,2.3667,2.6355,-0.014796817441439462
000876.SZ,20170630,8.22,0.2728,7.1515,4.1942,4.59,0.027128667388252696
000876.SZ,20190930,17.17,0.1905,12.3195,8.3376,9.5402,-0.12776347972563568
000876.SZ,20191231,19.95,0.325,15.7275,12.2318,14.3923,-0.030604560328993387
000895.SZ,20040331,18.73,7.5953,13.3596,3.9402,3.7144,-0.01483864004434069
000895.SZ,20040630,10.38,1.5511,13.1459,7.5176,6.9304,-0.07603290056330612
000895.SZ,20040930,11.8,37.5969,12.6897,11.3866,10.6219,0.2199706242736322
000895.SZ,20050331,13.85,-0.0217,11.2174,4.5061,4.1011,0.0050669670478349855
000895.SZ,20050630,15.09,-0.509,10.207,7.8805,7.4716,0.09226644027455994
000895.SZ,20050930,13.19,13.5922,11.5364,13.8548,13.5563,-0.05530343860315463
000895.SZ,20170630,23.75,3.0562,20.3683,12.5255,12.1772,0.08980954659044962
000895.SZ,20190930,24.7,1.2243,19.2398,20.8643,22.1587,0.09952959534703307
000895.SZ,20191231,29.03,7.6789999999999985,17.2238,27.1304,29.6398,-0.06533479376311827
000898.SZ,20011231,3.8,-0.2279,11.4457,6.7817,4.5287,-0.04628075256400634
000898.SZ,20021231,3.13,1.1804,13.2758,7.6273,5.8718,-0.04985456022521868
000898.SZ,20030331,3.67,0.1191,15.8022,3.0605,2.3163,0.010959013789719602
000898.SZ,20030630,4.04,0.3337,20.011,7.2883,5.4220000000000015,-0.004938281640582454
000898.SZ,20030930,3.98,0.8164,12.3641,9.4412,7.7619,-0.022361180158157412
000898.SZ,20031231,5.53,1.4388,16.0461,12.8453,11.9713,0.08882133223486938
000898.SZ,20040331,6.84,-0.3218,12.423,2.9337,2.1998,-0.01739174271186922
000898.SZ,20040630,4.23,-0.1295,15.6584,7.5474,5.5529,-0.12432841836463722
000898.SZ,20040930,5.53,1.3594,15.2935,12.5273,9.3567,0.26326883259791806
000898.SZ,20041231,5.68,5.9365,14.8515,17.9332,13.6145,0.0654779293795068
000898.SZ,20050331,5.34,-0.2327,14.9719,5.4427,4.5052,-0.13633644355213123
000898.SZ,20050630,3.7,0.3947,15.2761,11.5665,9.3453,-0.06284790365966364
000898.SZ,20050930,4.34,1.4545,14.3362,16.8589,13.0354,-0.03620304866396059
000898.SZ,20060331,5.48,0.246,19.3027,5.2868,4.8227,0.03717900324175403
000898.SZ,20060630,6.12,0.445,31.2249,13.0395,11.7938,0.016474837203505042
000898.SZ,20080331,19.4,0.2611,25.0135,3.8026,3.365,-0.29205394517317107
000898.SZ,20080630,13.03,0.3251,28.6025,8.892000000000003,8.0347,-0.45414562916581513
000898.SZ,20081231,6.95,0.5147,-19.9386,5.1116,4.5777,-0.05186866839651943
000898.SZ,20090331,8.24,0.0551,-3.6653,0.1927,0.1292,0.10078631152991227
000898.SZ,20090630,13.19,0.0515,11.3332,-1.5382,-1.7893,0.2950378443628486
000898.SZ,20090930,11.34,0.1008,16.3786,0.7227,0.8440000000000001,0.023194616980468152
000898.SZ,20091231,16.0,0.1485,10.5919,1.8067,1.7116,0.10675036994688056
000898.SZ,20100331,11.69,0.0507,13.5514,1.7475,1.5897,-0.018644607883231752
000898.SZ,20100630,7.18,0.0571,17.5303,4.061,3.6738,-0.1303927675545229
000898.SZ,20100930,8.28,0.2052,6.4862,3.9849,3.7034,0.020745100269846665
000898.SZ,20101231,7.73,0.355,5.4258,3.4595,3.4465,-0.002583980765925018
000898.SZ,20110331,7.92,0.0069,7.4131,0.4418,0.5443,0.01142869582362263
000898.SZ,20110630,6.8,0.14400000000000002,8.1554,0.8646,1.0976,-0.03610500464211632
000898.SZ,20110930,5.18,0.223,5.9918,1.1697,1.4846,-0.07617423089561615
000898.SZ,20121231,3.88,0.0416,4.3207,-3.5764,-4.259,0.13500523224282313
000898.SZ,20130930,3.01,0.6814,10.3025,1.6975,2.1829,-0.006622540760493382
000898.SZ,20131231,3.21,0.4715,10.011,2.0051,2.4974,-0.006211200092640636
000898.SZ,20140331,2.89,0.0647,10.593,0.7443,0.7726,0.03163708494318266
000898.SZ,20140630,3.05,0.0593,10.4864,1.6117,1.4674,0.08552217343816193
000898.SZ,20140930,3.53,0.1235,13.0517,2.5969,2.2377,0.04638512658093491
000898.SZ,20141231,6.15,0.0821,12.1708,3.1267,2.2994,0.3439800244574836
000898.SZ,20150331,6.32,0.0481,12.4256,0.3689,0.3751,0.1353413478697623
000898.SZ,20150630,7.3,0.0634,12.337,0.892,0.9713,0.040536647107846775
000898.SZ,20150930,4.71,0.418,5.7911,0.1692,0.2201,-0.08541775115435178
000898.SZ,20151231,4.77,0.2033,-9.1819,-2.854,-4.227,0.04502368137395511
000898.SZ,20160331,4.06,-0.0696,6.9807,-0.5609,-0.7262,0.050515790136901745
000898.SZ,20160630,3.83,0.0589,17.1376,1.0125,1.1971,-0.010389703849135798
000898.SZ,20160930,4.52,0.1446,14.9337,2.3468,2.4115,0.0
000898.SZ,20170331,5.52,0.019,12.5652,1.5021,1.8934,-0.0883691504500902
000898.SZ,20170630,5.66,0.026,9.8954,2.7551,3.341,0.08284403644981597
000898.SZ,20190930,3.09,0.3942,7.1377,3.4685,3.3534,-0.009661910911736972
000898.SZ,20191231,3.35,0.746,6.4297,3.3886,3.7658,0.061557892999433365
000938.SZ,20021231,14.97,-1.2641,6.2769,2.4216,1.0201,-0.08879113274306394
000938.SZ,20030331,14.95,-0.1755,11.686,0.2669,-0.1187,-0.08029994240164297
000938.SZ,20030630,12.78,0.1442,9.4266,0.9915,0.3673,-0.1074709631523723
000938.SZ,20030930,12.77,-0.0703,9.2057,2.0794,1.1419,-0.01245152273931815
000938.SZ,20031231,10.2,0.3425,6.1413,2.9465,1.7267,-0.057158413839948755
000938.SZ,20040331,17.85,-0.3001,6.4415,0.4131,0.1194,0.17395330712343815
000938.SZ,20040630,12.47,-0.2334,6.7802,1.4076,0.7523,-0.3022111368659318
000938.SZ,20040930,12.67,-0.3623,6.0425,2.222,1.3321,0.04438001369187926
000938.SZ,20041231,15.02,-0.0708,6.6379,3.212,1.9264,0.11636925522213695
000938.SZ,20050331,11.44,-0.1595,5.7438,0.4847,0.2085,-0.16631416602045562
000938.SZ,20050630,9.94,-0.1472,8.4793,1.5748,1.0158,0.05161104051107332
000938.SZ,20050930,10.28,-0.1654,4.5762,2.6053,1.5409,-0.002914038001849646
000938.SZ,20060331,6.75,-0.6636,5.8957,0.637,0.7693,-0.5918934468547724
000938.SZ,20060630,8.89,-0.6248,7.1782,1.1869,1.4888,0.011312337828727675
000938.SZ,20080331,16.95,-0.0734,5.3393,1.8389,2.4683,-0.4259037757854385
000938.SZ,20080630,15.28,-0.4058,7.4099,2.5201,3.4175,-0.36313310265814436
000938.SZ,20081231,8.69,1.2339,8.8917,4.7685,6.4218,0.15934249996930502
000938.SZ,20090331,13.91,-0.1644,6.7127,0.573,0.7120000000000001,0.05999577572824581
000938.SZ,20090630,13.53,1.5777,5.5044,1.5107,1.8547,0.005930336134848533
000938.SZ,20090930,11.98,1.1364,4.008,2.8591,3.8314,-0.044088772984649124
000938.SZ,20091231,15.02,29.7258,2.5162,3.9669,3.9372,0.11936551214537129
000938.SZ,20100331,16.01,-0.5336,4.0183,0.7798,1.1066,0.003127934986960763
000938.SZ,20100630,11.65,-0.3022,3.4183,1.3926,1.861,-0.17658266012493648
000938.SZ,20100930,13.92,-0.2789,3.1962,2.7361,4.0808,-0.016387969182973024
000938.SZ,20110331,15.89,-1.4995,3.6861,0.8644,1.251,-0.10277694195949012
000938.SZ,20110630,13.85,-1.7757,3.6748,1.5969,2.3305,-0.002883924132904982
000938.SZ,20130930,26.88,-9.9876,4.6164,4.4627,7.0273,0.09270939810426754
000938.SZ,20140331,23.05,-2.4584,4.9025,1.5171,2.2625,-0.2467244939031166
000938.SZ,20140630,25.52,-1.1259,4.0829,2.6561,3.7511,0.003926192715281115
000938.SZ,20140930,32.25,-1.1039,4.1329,4.6733,7.0154,0.11662092047620605
000938.SZ,20150630,90.49,-21.242,4.8031,3.4714,5.1986,0.7524465675054528
000938.SZ,20150930,69.77,-2.861,3.8853,4.5472,6.8353,0.21931685637395187
000959.SZ,20021231,5.71,0.3269,10.4276,10.1685,7.5558,-0.09036244008039132
000959.SZ,20030630,5.97,1.2962,10.3013,5.6418,3.6285,-0.06798734098493266
000959.SZ,20030930,5.26,1.1657,13.3203,9.9821,6.6346,-0.08906882805964067
000959.SZ,20031231,6.08,1.1473,9.5841,12.1903,7.9863,0.045424125114255844
000959.SZ,20040331,7.1,0.1698,10.6633,3.3761,2.3293,0.03877011046457102
000959.SZ,20040630,5.07,0.7795,7.9171,6.0742,4.3662,-0.11887820606482694
000959.SZ,20040930,4.92,1.1604,11.843,9.9843,7.1068,0.02469261259037163
000959.SZ,20041231,4.18,0.8678,9.5573,13.1533,9.3398,-0.016607736399660636
000959.SZ,20050331,3.98,0.7917,10.8363,3.294,2.3737,-0.05618082839794367
000959.SZ,20050630,3.35,0.7726,7.8478,5.8445,4.0921,-0.09395240634386451
000959.SZ,20050930,3.35,0.6845,10.5529,9.0454,6.2811,-0.06360524995457252
000959.SZ,20060331,3.05,0.6909,5.215,1.1875,0.8945,0.08909999478604598
000959.SZ,20060630,2.96,1.107,7.6249,3.4124,2.73,-0.029952322283351217
000959.SZ,20080331,6.61,3.1834,6.9272,1.8397,1.7483,-0.1719298779307221
000959.SZ,20080630,4.3,1.0979,7.5896,4.6521,4.7717,-0.2923224520082831
000959.SZ,20081231,2.88,0.0202,2.225,4.1207,3.6842,-0.05735129647146567
000959.SZ,20090331,3.92,0.0923,3.7445,0.8692,0.5724,0.11047561632459668
000959.SZ,20090630,6.02,0.3798,2.6117,1.2987,0.5033,0.23694264127417974
000959.SZ,20090930,4.69,0.3864,8.4144,3.98,3.4385,-0.021097828964635815
000959.SZ,20091231,6.01,0.6011,1.1913,3.5682,3.3114,0.06354068303714865
000959.SZ,20100331,5.21,0.0196,4.4827,0.7827,0.9841,-0.015238390104932498
000959.SZ,20100630,3.12,0.0709,3.3366,1.2629,1.4544,-0.19453301727294392
000959.SZ,20100930,4.07,0.4046,0.6503,2.5695,3.2851,-0.09150576657746899
000959.SZ,20121231,2.75,0.0764,3.2989,-2.0342,-2.5772,0.09531017980432493
000959.SZ,20130930,2.11,0.0724,-0.5872,-2.1516,-2.7301,0.019139340210697506
000959.SZ,20131231,2.05,0.2256,3.721,-0.9237,-1.3314,-0.047628048989254705
000959.SZ,20140331,2.13,0.161,6.5577,0.3167,-0.759,0.0
000959.SZ,20140630,2.45,0.1397,5.3465,0.5433,1.048,0.020619287202735825
000959.SZ,20140930,3.71,0.145,7.5608,0.8139,2.7202,0.14788106681366275
000959.SZ,20141231,4.15,0.3509,9.7168,1.0027,1.8078,-0.026160826038671935
000959.SZ,20150331,4.98,0.0501,2.4199,-0.3842,-0.6947,0.1944429173262996
000959.SZ,20150930,3.85,-0.0782,-0.0895,-0.8833,-1.6099,-0.4683789335187337
000959.SZ,20151231,4.08,0.0464,-3.0368,-1.8257,-3.2060000000000004,0.13633644355213118
000959.SZ,20160331,4.7,0.0181,1.9462,-0.5808,-0.9837,-0.041672696400568074
000959.SZ,20160630,3.7,0.023,14.5984,1.1145,0.7105,-0.04492168739151168
000959.SZ,20160930,5.09,0.0588,10.3615,1.7151,2.1349,-0.013658748931040016
000959.SZ,20170331,7.13,0.0131,13.5969,0.9952,1.4309,-0.013927801744468813
000959.SZ,20170630,6.99,0.0246,12.0931,1.8965,2.5,0.04686069631818668
000959.SZ,20190930,3.34,0.0606,9.0249,2.508,3.0276,-0.02950066439669799
000961.SZ,20021231,5.36,0.0819,16.7867,4.0069,2.0478,-0.08405302527969034
000961.SZ,20030331,6.02,0.0043,11.0675,0.8451,0.3804,-0.0049710127220204976
000961.SZ,20030630,5.61,0.0084,8.9078,1.4787,0.5467,-0.07053653978612455
000961.SZ,20030930,4.85,0.0834,10.3255,2.2624,0.7594,-0.05026183478088831
000961.SZ,20031231,5.01,0.0713,10.4281,3.1655,0.9146,-0.041061486797773925
000961.SZ,20040331,5.65,0.0048,7.4614,1.0815,0.3424,-0.02620237239402396
000961.SZ,20040630,4.2,0.1446,8.8403,1.9862,0.6693,-0.17834540841431504
000961.SZ,20040930,4.52,0.2302,7.1462,2.8838,1.0256,0.12221763272424911
000961.SZ,20041231,4.03,0.0421,3.3128,2.9223,0.7875,-0.12793262216750198
000961.SZ,20050331,3.33,0.1104,5.9028,0.7848,0.122,-0.17074327492067812
000961.SZ,20050630,2.86,0.0355,7.0876,1.7633,0.3704,0.031974304632514106
000961.SZ,20050930,2.76,0.1424,7.963999999999999,2.6344,0.5961,-0.056352936551131744
000961.SZ,20060331,2.39,0.0899,9.7149,0.7134,0.6996,-0.22062993457389377
000961.SZ,20060630,2.92,0.0243,7.3433,1.4607,1.3941,0.0
000961.SZ,20080630,5.15,0.5345,5.7789,1.8946,2.8319,-0.44791684184289215
000961.SZ,20081231,4.81,0.3659,8.3688,3.374,3.9738,0.2759699165232697
000961.SZ,20090331,7.09,-0.0543,8.731,0.6643,0.7658,0.294759242825866
000961.SZ,20090630,16.26,2.9851,39.9341,4.6788,7.5794,0.21991997035096222
000961.SZ,20090930,17.21,0.1548,25.0826,6.5771,9.7349,0.18104404660337
000961.SZ,20091231,22.39,0.0913,18.2967,8.2302,12.143,0.036847470780675
000961.SZ,20100331,20.24,-0.3863,31.2425,1.588,2.5314,0.04807401750162701
000961.SZ,20100630,8.8,-0.3342,19.4205,2.88,4.434,0.016036998909817104
000961.SZ,20100930,9.01,-0.344,24.2621,4.3083,6.9854,-0.11221819102297609
000961.SZ,20101231,11.43,-0.61,24.3388,5.3405,8.7937,0.09059689535222665
000961.SZ,20110331,12.55,-0.2856,24.4501,1.1274,1.7025,0.17834540841431518
000961.SZ,20110630,10.54,-0.3961,27.5057,2.5144,3.8982,0.08511564182473061
000961.SZ,20110930,7.69,-0.4461,25.9207,3.961,6.0668,-0.2505917282422239
000961.SZ,20121231,13.72,-0.0339,33.9818,4.9756,7.1852,0.17043908109215392
000961.SZ,20130930,9.07,-0.0576,25.0429,2.7825,4.0671,-0.05366094133781763
000961.SZ,20131231,7.03,-0.2818,30.2853,4.3482,6.1966,-0.09233148175266448
000961.SZ,20140331,7.66,-0.153,22.7537,0.5409,0.8018,0.1279520588282843
000961.SZ,20140630,6.53,-0.3391,27.6115,1.2537,1.7911,-0.05945286991347206
000961.SZ,20140930,8.8,-0.3779,28.2229,1.588,2.1473,0.08907963005368885
000961.SZ,20141231,13.7,-0.2733,22.4521,2.3713,3.1255,0.208650544011643
000961.SZ,20150331,16.9,-0.0115,24.906,0.2497,0.3526,0.22314355131420976
000961.SZ,20150630,19.97,-0.0134,24.6833,0.9538,1.336,-0.14646689637645302
000961.SZ,20150930,10.06,-0.0752,22.7199,1.2178,1.6867,-0.16460422889798612
000961.SZ,20151231,15.46,0.0391,17.2703,1.0937,1.6337,-0.005804595465967224
000961.SZ,20160331,15.64,-0.1394,21.1007,0.2752,0.4313,0.135359880974521
000961.SZ,20160630,5.61,-0.1466,15.4281,0.6149,0.8832,-1.1359344046113602
000961.SZ,20160930,9.0,-0.0922,21.948,0.9842,1.1562,0.1599079619570546
000961.SZ,20170331,7.4,0.0032,18.4971,0.2259,0.3089,-0.3060926342949607
000961.SZ,20170630,6.52,-0.0112,15.0978,0.4662,0.7252,-0.010678972575854255
000961.SZ,20190930,7.76,0.1103,20.0776,1.5751,3.2288,0.059739060433440336
000963.SZ,20011231,21.88,2.6527,19.1322,8.6244,6.5059,-0.07185288499819775
000963.SZ,20021231,12.29,0.1486,16.1517,7.2422,4.7805,0.03140754021073468
000963.SZ,20030331,11.25,-0.1139,13.5895,1.2352,0.7599,0.0482569730077732
000963.SZ,20030630,9.64,0.2318,16.2478,3.0299,1.62,-0.042646056049138875
000963.SZ,20030930,8.57,0.4082,14.9148,4.7505,2.8875,-0.03214972641014963
000963.SZ,20031231,7.58,0.5271,20.9492,6.374,2.9202,-0.052677560123903074
000963.SZ,20040331,8.25,-0.0322,15.067,2.0684,1.3511,0.033274788884872133
000963.SZ,20040630,6.7,-0.0903,18.2735,3.7787,2.0045,-0.11811465562294435
000963.SZ,20040930,6.13,-0.1464,15.2832,5.2163,2.7821,-0.11251269178967387
000963.SZ,20041231,4.38,0.0411,19.6808,7.5345,2.5821,-0.08739182211500997
000963.SZ,20050331,4.35,-0.046,15.0238,2.1905,1.3814,-0.14921239818667575
000963.SZ,20050630,4.53,0.1994,20.6427,4.3623,2.5684,-0.03471064296324543
