code,date,price,cashdebt,operprof,roa,roic,ret
000002.SZ,20021231,9.65,0.0996,20.9907,6.9407,6.9865,-0.04854340290969746
000002.SZ,20030331,11.81,-0.3018,27.1893,0.7061,0.6935,0.13389434707772382
000002.SZ,20030630,5.82,-0.2548,28.5265,3.1617,3.3408,-0.2030109726828581
000002.SZ,20030930,5.86,-0.7007,25.285,4.0238,4.2207,-0.0974797142055892
000002.SZ,20031231,6.54,-0.7179,27.4164,8.8147,7.9799,0.1012913340511005
000002.SZ,20040331,8.83,-0.4877,34.6294,1.4737,1.2234,0.07891084563985294
000002.SZ,20040630,4.86,-0.4519,38.1243,4.0497,3.4876,-0.03834980537486598
000002.SZ,20040930,5.42,-0.412,33.3577,4.4758,3.9346,0.07666588174791715
000002.SZ,20041231,5.26,0.8327,26.9313,9.5949,9.5837,0.026976587698202076
000002.SZ,20050331,5.52,-0.2301,35.7951,2.1896,2.1677,-0.03208831455150063
000002.SZ,20050630,3.14,-0.2249,44.0954,6.4517,6.7826,-0.3926444196791029
000002.SZ,20050930,3.59,-0.1247,42.545,6.9452,7.3441,-0.019310944913087512
000002.SZ,20060331,6.55,-0.7873,38.1047,2.6087,2.9459,0.18201625989034684
000002.SZ,20060630,5.65,-0.8811,40.9317,7.1647,7.9925,-0.055091382246160996
000002.SZ,20080331,25.6,-0.1292,38.6618,1.1214,1.3856,0.09628721945215148
000002.SZ,20080630,9.01,-0.1118,42.4621,3.3648,3.9913,-0.7848184197268844
000002.SZ,20081231,6.45,-0.0027,37.1859,6.3866,7.8761,-0.055779341047689675
000002.SZ,20090331,8.28,0.3777,33.8086,1.157,1.3806,0.14673061169125187
000002.SZ,20090630,12.75,2.1971,29.6175,3.6218,4.5105,0.26929015394999134
000002.SZ,20090930,10.42,2.7075,27.4524,4.3752,5.4616,0.10301734704926253
000002.SZ,20091231,10.81,1.037,28.1399,7.1309,9.1743,-0.06448070262985064
000002.SZ,20100331,9.5,-0.3941,36.7204,1.1589,1.571,0.0073957019611289926
000002.SZ,20100630,6.78,-0.4819,40.7146,2.9426,4.0609,-0.06149184934455348
000002.SZ,20100930,8.4,-0.0899,38.4335,3.2929,4.7192,-0.0023781224049673243
000002.SZ,20101231,8.22,0.2332,42.1978,7.0389,10.2643,0.011009285508369396
000002.SZ,20110331,8.69,-0.2029,48.9505,0.8087,1.2641,0.06292877030128502
000002.SZ,20110630,8.45,0.3177,42.3896,1.9387,3.1749,0.07492760700676586
000002.SZ,20110930,7.24,-0.0829,35.0644,2.3435,3.9797,-0.11839672085514637
000002.SZ,20121231,10.12,0.1928,35.8882,6.4676,11.9311,0.14545996348979642
000002.SZ,20130930,9.13,-0.3202,29.435,2.5779,5.0142,-0.03550668845690976
000002.SZ,20131231,8.03,0.0595,30.8827,5.8383,11.2331,-0.08701137698962981
000002.SZ,20140331,8.09,-0.134,39.9163,0.4563,0.9837,0.1855405765353422
000002.SZ,20140630,8.27,0.0891,28.1984,1.527,3.1282,-0.03329677391306909
000002.SZ,20140930,9.18,0.6173,28.4926,2.0885,4.4235,0.0065574005461590396
000002.SZ,20141231,13.9,6.6589,29.8486,5.239,10.7673,0.24312605090154799
000002.SZ,20150331,13.82,-0.6251,34.0017,0.2375,0.5169,0.08058554673508873
000002.SZ,20150630,14.52,-0.3663,29.6858,1.7017,3.761,0.011777067191019862
000002.SZ,20150930,12.73,-0.1656,26.6731,2.3787,5.1982,-0.0807071795938439
000002.SZ,20151231,24.43,0.6099,29.5546,6.1106,13.1091,0.48310587263124494
000002.SZ,20160930,26.17,3.3482,26.9133,2.4309,5.2553,0.048541819006588036
000002.SZ,20170331,20.58,-0.1866,29.8041,0.2261,0.4609,0.0024324993750611955
000002.SZ,20170630,24.97,0.6859999999999999,33.6874,1.6585,3.5902,0.16084773137787992
000002.SZ,20190930,25.9,0.0141,35.5704,2.9457,6.5551,0.003868476777920332
000002.SZ,20191231,32.18,0.4846,36.6414,5.0492,11.5225,0.1499127283709444
000060.SZ,20021231,5.72,0.1566,18.6655,4.1407,1.1719,-0.0675932911325283
000060.SZ,20030630,6.03,0.053,21.0661,2.1121,0.7852,-0.09636495274924832
000060.SZ,20030930,5.1,0.0576,24.9291,3.2244,1.2062,-0.03846628082779605
000060.SZ,20031231,7.25,0.1146,17.0441,4.3091,1.5206,0.25645074933197837
000060.SZ,20040331,8.9,0.0739,26.3441,1.2636,0.6453,0.08558236786618262
000060.SZ,20040630,5.93,0.0728,28.6119,2.7872,1.5802,-0.19544473828722367
000060.SZ,20040930,6.62,0.1221,23.9646,4.6648,2.6912,0.04321660149978224
000060.SZ,20041231,6.06,0.1918,22.5354,6.5895,3.3334,-0.035660180398884335
000060.SZ,20050331,6.27,0.0564,30.4413,2.2589,1.3762,-0.078200747307475
000060.SZ,20050630,6.03,0.1395,26.8965,5.191,2.9939,0.052778205347387724
000060.SZ,20050930,7.33,0.2734,27.236,8.5625,5.0789,0.08688736136350196
000060.SZ,20060331,11.23,0.0855,42.1946,0.9167,0.9195,0.23029282215843383
000060.SZ,20060630,13.33,-0.0312,42.1442,10.6281,10.1943,-0.08067728036782383
000060.SZ,20080331,30.86,0.7015,30.2076,4.4939,4.8132,-0.2579174810526544
000060.SZ,20080630,14.02,0.8374,33.5197,9.5218,9.9649,-0.6711524233430679
000060.SZ,20081231,7.8,1.0987,-6.9768,9.7569,9.5622,0.05264373348542188
000060.SZ,20090331,16.47,0.1225,16.7617,0.4379,0.542,0.39279525536711263
000060.SZ,20090630,21.49,0.2652,24.2127,2.3343,2.4691,0.11685280303116367
000060.SZ,20090930,22.72,0.0769,19.1243,4.0999,3.6701,0.08206205739504213
000060.SZ,20091231,27.9,0.1897,23.4609,6.5172,6.9307,0.026145280104322207
000060.SZ,20100331,26.13,0.2707,17.9799,1.9399,2.1153,0.1133439934991826
000060.SZ,20100630,12.94,0.474,21.1181,3.6984,4.9308,-0.12069823964153628
000060.SZ,20100930,17.0,0.5567,17.3713,5.0566,6.5236,0.06500922013425896
000060.SZ,20101231,22.5,0.6054,26.1868,6.2381,8.4755,0.1596472397550823
000060.SZ,20110331,20.8,0.0495,20.8976,0.9034,1.047,-0.0033597343818371384
000060.SZ,20110630,13.3,0.1819,29.7648,4.343,4.6744,0.05406722127027579
000060.SZ,20110930,10.33,0.1646,22.2959,8.5687,8.685,-0.14902068590787573
000060.SZ,20121231,9.05,0.5298,9.3602,6.5804,6.568,0.19723889898216704
000060.SZ,20130930,6.98,0.0574,5.1781,2.4094,2.9236,-0.04208194543431346
000060.SZ,20131231,6.28,0.2519,3.7876,4.7037,5.2569,-0.0572468741876555
000060.SZ,20140331,5.76,0.0282,8.2023,0.8813,1.0768,-0.03245374484973863
000060.SZ,20140630,6.8,0.0603,8.5697,2.0922,2.2048,0.1905909482764612
000060.SZ,20140930,7.66,0.078,4.9718,5.3177,5.8038,0.009180392344961394
000060.SZ,20141231,9.49,0.2172,4.8216,5.8020000000000005,6.5601,0.14488568915749955
000060.SZ,20150331,12.75,0.0265,11.1465,1.0437,0.9943,0.18751147172228882
000060.SZ,20150630,18.59,0.1007,9.7053,2.0831,2.0153,-0.10750989853797067
000060.SZ,20150930,9.39,0.0092,4.3591,2.3622,2.5251,-0.1789434755301802
000060.SZ,20151231,14.03,0.0844,2.1488,3.2214,3.1474,0.13567195712363356
000060.SZ,20160331,11.17,0.0248,4.7401,-0.2191,-0.268,-0.029115422288095008
000060.SZ,20160630,10.43,0.0883,14.103,0.8401,1.023,0.05924733485360583
000060.SZ,20160930,10.19,0.1936,10.0299,2.3401,2.3952,-0.06367946727115595
000060.SZ,20170331,11.14,0.0831,11.258,2.0458,1.9397,-0.033542420768607153
000060.SZ,20170630,11.2,0.7982,13.9801,4.5619,4.4297,0.12641392485565872
000060.SZ,20190930,4.04,0.4588,6.5657,4.4041,4.7118,-0.014742281737203319
000060.SZ,20191231,4.3,1.2438,11.7219,5.9314,6.3757,0.07733320340317032
000063.SZ,20030331,17.45,-1.2402,39.57,1.3952,1.2632,0.035582639834255456
000063.SZ,20030930,18.23,-0.6016,34.9412,3.9668,3.2631,-0.039790195256351114
000063.SZ,20040331,28.63,-1.7169,39.7696,1.6031,1.5616,0.11616890072199956
000063.SZ,20040630,20.34,0.2997,35.4214,4.6538,5.6739,-0.039523216369684776
000063.SZ,20040930,26.71,-0.5094,41.8877,7.0945,8.2061,0.1530281352753307
000063.SZ,20050930,27.93,-15.5583,38.9381,6.0589,6.6516,0.09495220593259461
000063.SZ,20080331,58.88,-0.879,35.4143,0.8903,1.0771,-0.14635640810043946
000063.SZ,20080630,62.6,-0.6656,32.1655,2.6829,3.682,-0.10211243484834612
000063.SZ,20081231,27.2,0.9603,31.9145,6.3082,9.2793,0.2445099005865722
000063.SZ,20090331,35.34,-0.5945,34.385,1.0606,1.1557,0.19599698359363021
000063.SZ,20090630,28.1,-0.185,30.3696,2.7525,3.4324,-0.2343263417842693
000063.SZ,20090930,38.18,-0.4095,34.5422,4.2552,5.3681,0.14580425683112133
000063.SZ,20091231,44.87,0.9421,31.7726,6.6535,9.6173,0.13279938641752345
000063.SZ,20100331,42.5,-0.8111,33.3688,0.8172,1.1386,-0.08217617681523653
000063.SZ,20100630,19.24,-0.4913,33.5165,2.4494,3.1722,-0.5997841682430387
000063.SZ,20100930,24.65,-0.5263,34.7278,3.7516,4.9031,-0.007678356576578936
000063.SZ,20101231,27.3,0.2307,30.2633,6.5415,9.8397,0.02710394241919191
000063.SZ,20110331,30.0,-0.4752,34.2251,0.5128,0.5415,-0.07386984856645541
000063.SZ,20110630,28.28,-0.4419,26.6499,1.916,2.299,0.0844429923749732
000063.SZ,20110930,18.9,-0.5733,31.2281,3.2991,4.3317,0.013315775975772156
000063.SZ,20121231,9.75,0.1153,23.3247,-0.2294,-0.5506,0.22957444164450017
000063.SZ,20130930,16.6,-0.1934,31.3213,2.7472,2.7504,0.01212136053234504
000063.SZ,20131231,13.07,0.1883,31.1801,3.0091,4.1363,-0.22084558017658604
000063.SZ,20140331,12.64,-0.1397,33.544000000000004,0.9662,1.3630000000000002,-0.03955536990506212
000063.SZ,20140630,13.12,0.0467,31.0891,2.1236,2.6409,-0.0022839751078306166
000063.SZ,20140930,15.16,0.0104,30.372,4.0921,4.9065,0.08246428287999923
000063.SZ,20141231,18.06,0.1486,31.3807,4.5239,6.0197,0.14131353306657748
000063.SZ,20150331,21.86,-0.2694,35.3214,1.7806,2.3007,0.06131104216142814
000063.SZ,20150630,23.81,0.1563,32.3493,2.312,3.454,-0.26000306465780404
000063.SZ,20150930,15.6,0.0315,32.6364,4.1764,5.9929999999999986,-0.07112734401558413
000063.SZ,20151231,18.63,7.3358,25.9927,4.4426,6.5586,0.06371581438610757
000063.SZ,20160630,14.34,1.1438,32.2534,2.2875,3.1172,0.039834569585961925
000063.SZ,20160930,14.78,0.2887,28.1174,3.4129,4.7436,0.006788892333686128
000063.SZ,20170331,16.96,-0.3507,32.1995,1.2136,1.7913,0.07084769033083585
000063.SZ,20170630,23.74,-0.3711,32.806999999999995,2.3221,3.3373,0.19520964429293433
000063.SZ,20190930,32.01,0.3064,36.459,4.5975,7.3834,0.10532580488533448
000063.SZ,20191231,35.39,1.1641,34.2726,5.8753,9.1043,0.14184095990464105
000069.SZ,20021231,13.32,0.2768,68.6358,16.0452,14.2503,0.025856953836299094
000069.SZ,20030331,15.58,0.0384,48.8457,2.1907,1.7952,0.06018344828771196
000069.SZ,20030630,8.59,0.0168,-27.9257,6.9544,7.3674,-0.01387305486824749
000069.SZ,20030930,8.2,0.1059,53.0972,9.0393,8.7223,0.00488998529419177
000069.SZ,20031231,6.16,0.2191,55.612,10.624,10.302,-0.001622060371868055
000069.SZ,20040331,7.25,0.0647,52.6519,2.1085,2.0868,-0.008241804895103642
000069.SZ,20040630,5.93,0.0526,51.3921,8.4217,8.8917,-0.062111463543487656
000069.SZ,20040930,7.61,0.0903,53.4723,10.1484,10.4663,0.1794347945215636
000069.SZ,20041231,6.8,-0.0533,26.2161,11.3236,12.4734,-0.0445796316330886
000069.SZ,20050331,8.9,-0.0074,49.0485,1.1646,1.0388,0.016997576368571077
000069.SZ,20050630,9.08,0.3107,50.4746,6.4013,6.9478,0.13290226394696136
000069.SZ,20050930,9.55,0.7114,50.1332,8.5621,9.5727,0.04388076902658023
000069.SZ,20060331,11.56,0.0476,50.9655,0.6441,0.6613,0.032530340920397714
000069.SZ,20060630,11.51,0.0124,46.845,3.8432,4.5348,-0.23024253359879973
000069.SZ,20080331,40.79,-0.0307,51.0167,0.329,0.3881,-0.05183249687114225
000069.SZ,20080630,10.11,0.1383,59.5693,3.8863,4.5418,-0.2899051189397274
000069.SZ,20081231,8.18,0.3144,38.0454,10.7792,11.8199,-0.13901753866130254
000069.SZ,20090331,13.18,0.0918,28.8019,0.982,1.2109,0.1380941381829408
000069.SZ,20090630,20.9,0.3745,44.5255,3.8592,4.6464,0.2485840511580486
000069.SZ,20090930,18.5,1.3846,53.4177,6.1085,7.366,0.10656243887944282
000069.SZ,20091231,17.17,1.966,46.0795,11.2036,13.2629,-0.20231069053942075
000069.SZ,20100331,16.17,-0.3722,49.1713,1.5461,1.957,0.052042199555809424
000069.SZ,20100630,11.0,-0.5361,52.3198,5.5877,6.5632,-0.11170398958000129
000069.SZ,20100930,12.69,-0.5064,49.2788,6.2523,7.7272,-0.03560747689747727
000069.SZ,20101231,12.15,-0.4128,51.3092,11.611,13.7474,0.0471865124348971
000069.SZ,20110331,14.79,-0.2411,48.8515,0.8429,0.9246,0.1468526066782605
000069.SZ,20110630,7.91,-0.2346,58.6567,3.0932,3.3686,0.07206784903877761
000069.SZ,20110930,6.39,-0.2464,52.8979,4.1893,4.6928,-0.14268343781180187
000069.SZ,20121231,7.5,0.4575,50.6677,8.3441,9.4212,0.27093421515055827
000069.SZ,20130930,5.8,0.4518,54.3167,6.0533,7.298999999999999,0.0051858370323654155
000069.SZ,20131231,5.3,0.6513,49.1976,9.2242,11.2233,-0.027908788117076616
000069.SZ,20140331,4.61,-0.0089,53.1783,1.3605,1.8002,0.019715863164417417
000069.SZ,20140630,4.69,-0.3058,62.8434,3.7877,4.4455,-0.010604553248797112
000069.SZ,20140930,5.45,-0.2272,59.6058,5.3305,6.3432,0.01851904776723753
000069.SZ,20141231,8.25,-0.1711,53.5197,9.2744,11.0539,0.25547893195714616
000069.SZ,20150331,9.65,-0.0871,53.0397,0.9129,1.0374,0.20263001148110682
000069.SZ,20150630,12.98,0.0086,51.0584,2.5131,2.813,0.10040789687599362
000069.SZ,20150930,7.11,0.715,49.7297,4.3493,5.0777,-0.10409389104263332
000069.SZ,20151231,8.8,-0.0941,55.7964,7.6333,8.2596,0.0755075525081453
000069.SZ,20160331,7.01,-0.0617,46.8968,0.9815,1.0069,0.08016159253368953
000069.SZ,20160630,6.4,-0.0338,44.9727,2.1813,2.4121,-0.03379737958329061
000069.SZ,20160930,7.0,0.6072,47.4795,3.6656,4.5735,-0.025389234004819464
000069.SZ,20170331,7.3,-0.217,45.5734,0.9317,1.0486,-0.027028672387919374
000069.SZ,20170630,10.06,-0.3724,50.8229,1.9935,2.1641,0.13154529465289322
000069.SZ,20190930,7.03,-0.0428,58.5625,3.3443,4.4178,0.03179458566115256
000100.SZ,20040331,7.41,-0.1682,21.9296,2.8113,2.6481,-0.09641372966802013
000100.SZ,20040630,6.89,-0.2718,18.4271,4.2544,3.5061,-0.011544139746865311
000100.SZ,20040930,4.76,-0.3883,15.6773,3.2248,3.4661,0.021232220105774118
000100.SZ,20041231,3.61,-0.4708,19.0403,1.4089,2.1399,-0.170245237248916
000100.SZ,20050630,2.14,-0.1202,14.2344,-4.5116,-4.7923,-0.041195756438267166
000100.SZ,20050930,2.13,-0.1439,11.9713,-6.7488,-7.9098,0.023754086008107057
000100.SZ,20060630,2.46,-0.1424,14.0716,-5.8638,-11.8463,0.004073325387635648
000100.SZ,20080331,6.02,-0.1689,16.5898,3.0828,5.4882,0.023530497410194036
000100.SZ,20080630,4.08,0.3477,15.1051,2.8151,4.1434,-0.26537631493748276
000100.SZ,20081231,2.62,0.6123,16.6794,3.7551,4.5263,0.05491575759611463
000100.SZ,20090630,3.83,0.3319,15.9713,1.2739,1.0424,0.023779191766113934
000100.SZ,20090930,3.47,1.6506,14.6283,2.0104,1.9962,0.026278884463840434
000100.SZ,20110630,2.99,0.2681,15.1677,1.8426,2.1907,0.09832475251098567
000100.SZ,20110930,2.12,0.0723,15.2075,2.4826,2.9979,-0.10299923947214654
000100.SZ,20121231,2.19,0.5119,17.9678,2.5724,3.2589,0.03721359634043427
000100.SZ,20130930,2.28,0.4208,17.7105,2.8469,4.1315,0.03571808260207903
000100.SZ,20131231,2.33,0.4695,17.4248,5.2199,7.3598,-0.01279335145990947
000100.SZ,20140331,2.53,0.1037,15.9301,1.6434,2.4601,-0.09423162496311682
000100.SZ,20140630,2.28,0.2399,19.1273,3.2206,4.8321,-0.03023988518971835
000100.SZ,20140930,2.7,0.2766,18.3903,4.9187,7.2016,0.0769610411361284
000100.SZ,20141231,3.8,0.412,16.8871,6.7747,9.7784,0.15327387135372375
000100.SZ,20150331,5.9,0.0659,17.8726,1.3782,1.8798,0.161522417208036
000100.SZ,20150630,5.65,0.2968,18.0123,2.6732,3.8362,-0.1246424452072766
000100.SZ,20150930,3.77,0.2804,15.1415,3.4916,4.8735,-0.08146996859479089
000100.SZ,20151231,4.26,0.4817,15.6473,4.624,6.3654,0.09601465323958858
000100.SZ,20160331,3.83,0.0128,14.9315,0.6637,0.8711,0.026456569536830465
000100.SZ,20160630,3.29,0.0739,15.2714,1.1644,1.5392,-0.032887866844835176
000100.SZ,20170331,3.53,0.1126,18.216,0.8649,0.9918,-0.030685810703444012
000100.SZ,20190930,3.56,0.1503,7.8239,2.6503,3.2359,0.10037918530762203
000100.SZ,20191231,4.47,0.2197,6.1747,3.1389,3.7795,0.15191604202584197
000157.SZ,20031231,12.5,-0.0918,30.9604,12.0896,14.2942,0.11428914640212759
000157.SZ,20040331,12.63,0.0973,26.5394,4.2661,5.2204,-0.09581390377424634
000157.SZ,20040630,9.36,0.0684,29.6206,9.7372,11.5589,-0.08102841499829573
000157.SZ,20040930,8.68,0.0702,24.8545,12.5993,15.2892,0.07286804639040122
000157.SZ,20041231,7.27,0.4297,24.976,13.5103,16.373,-0.133703317321929
000157.SZ,20050331,6.05,-0.1364,27.0512,2.1745,2.5687,-0.26933293378358447
000157.SZ,20050630,6.16,0.1449,23.8459,5.0433,5.8712,0.09174511363982872
000157.SZ,20050930,6.41,0.2372,28.6499,7.0592,8.3296,-0.05464181599160489
000157.SZ,20060331,9.43,-0.0918,24.6931,1.9559,2.7769,0.2642748902477411
000157.SZ,20080331,44.0,-1.107,32.2976,5.2081,7.3586,-0.26950652982603057
000157.SZ,20080630,13.85,-0.3636,28.1001,10.453,15.593,-1.113660942417281
000157.SZ,20081231,11.18,0.0509,24.7155,13.2453,18.9575,-0.19961305390401568
000157.SZ,20090331,20.92,-0.0892,25.163,2.1223,2.6817,0.11218211533618136
000157.SZ,20090630,22.33,0.0911,26.1632,5.9471,8.059,0.11672000928834084
000157.SZ,20090930,23.9,0.1893,25.8277,8.9621,12.5016,0.10675618929680102
000157.SZ,20091231,26.01,0.1365,25.518,10.9934,14.6518,-0.004220224947670074
000157.SZ,20100331,23.65,0.0542,26.3202,2.5597,3.3652,0.014051753455650287
000157.SZ,20100630,16.25,-0.4297,30.4089,6.6132,9.5031,-0.1116789736323334
000157.SZ,20100930,10.62,-0.4694,27.7465,9.3357,13.1292,-0.027856954502966224
000157.SZ,20130930,5.64,0.0066,29.7675,5.1116,6.224,0.060292230256120044
000157.SZ,20131231,5.45,0.619,22.4818,5.6397,7.0774,-0.050099922051495584
000157.SZ,20140331,4.87,-0.8026,31.2075,0.762,0.9402,-0.026343975339601977
000157.SZ,20140630,4.43,-0.643,27.5639,1.6049,1.8338,-0.022322355437898497
000157.SZ,20140930,4.89,-0.4599,27.638,2.0387,2.2557,0.05463543538863784
000157.SZ,20141231,7.06,-0.5202,25.6611,1.7848,1.7467,0.3135084720116793
000157.SZ,20150331,7.32,-0.1938,24.8975,-0.1645,-0.2145,0.15643014286121312
000157.SZ,20150630,8.11,-0.2002,23.3815,0.3301,0.4519,-0.09631852676108621
000157.SZ,20150930,4.99,-0.1479,29.0676,0.6401,0.8203,-0.14176394504583176
000157.SZ,20151231,5.35,-0.1539,31.113000000000003,1.3816,1.7414,0.04785602117763514
000157.SZ,20160331,4.59,-0.0533,26.4266,-0.3181,-0.3931,0.11533505401774341
000157.SZ,20160630,4.13,-0.0133,23.8184,-0.3639,-0.4606,-0.0072376673002306135
000157.SZ,20160930,4.63,0.0173,26.6492,0.0916,0.1181,0.09272174005022223
000157.SZ,20170331,4.78,0.0043,26.6034,0.4991,0.6038,-0.012474174225175688
000157.SZ,20170630,4.49,0.0369,14.4715,1.9291,2.5017,0.022523474667083137
000157.SZ,20190930,5.7,0.1888,29.3991,5.2413,5.6665,0.0727593542824283
000157.SZ,20191231,6.68,0.4022,30.5033,6.9528,8.0529,0.11572676799101597
000333.SZ,20140630,19.32,4.0735,26.4917,7.9975,12.5949,0.1035218573600152
000333.SZ,20140930,19.89,4.0386,23.9821,11.1514,18.4405,-0.10082536049243494
000333.SZ,20141231,27.44,24.3045,25.7667,12.7289,22.2423,0.21597180798832966
000333.SZ,20160630,23.72,0.8627,28.6383,8.0121,13.486,0.10526683445489102
000333.SZ,20170331,33.3,1.1539,25.057,2.727,4.6447,0.044206092504495705
000333.SZ,20170630,43.04,1.9423,25.3901,6.7436,11.7435,0.17528318730474426
000338.SZ,20080331,63.99,-4.1053,24.4135,5.0389,8.0392,-0.16514089934898066
000338.SZ,20130930,19.36,19.5211,19.883,5.0353,6.6754,0.009862524790877679
000338.SZ,20140630,17.79,0.085,19.4937,4.4346,6.9936,0.021017530253386908
000338.SZ,20140930,20.28,0.9428,21.7226,5.8331,8.8815,-0.009813621448324622
000338.SZ,20150331,31.28,-2.162,23.3379,0.728,1.0957,0.15122444539633703
000338.SZ,20150930,8.51,2.3448,23.0808,2.104,2.7147,-0.1015931460029889
000338.SZ,20170331,11.25,-0.0346,20.6311,1.2452,1.8467,-0.0017761994012557819
000338.SZ,20170630,13.2,0.3839,21.7211,2.6533,4.0933,0.16788087263916016
000338.SZ,20190930,11.22,1.0358,22.8565,5.3420000000000005,9.2461,-0.03158157205029893
000402.SZ,20021231,19.09,-0.7702,39.8512,11.5464,10.427,0.0433570717116523
000402.SZ,20030331,23.52,-0.0526,47.0932,1.7987,1.2937,0.054161707971342864
000402.SZ,20030630,11.56,0.0487,46.7734,6.9059,5.2082,-0.05306508024894867
000402.SZ,20030930,10.32,-0.233,37.394,7.7341,5.5547,-0.05008131993305185
000402.SZ,20031231,10.23,-0.0214,30.8275,11.1312,8.3141,0.13143890389283028
000402.SZ,20040331,9.99,0.0576,38.9422,3.6149,3.0299,0.01006044702584126
000402.SZ,20040630,8.48,-0.0312,42.2561,5.3647,4.3839,-0.10086931321432158
000402.SZ,20040930,8.96,-0.1742,41.3789,7.0987,5.6341,0.02486003731939504
000402.SZ,20041231,10.06,-0.2519,38.8739,10.5032,8.0543,0.034381546199245445
000402.SZ,20050331,10.41,-0.3384,38.4094,0.1931,0.1084,-0.09084647277357231
000402.SZ,20050630,8.2,0.0607,43.6932,1.0028,0.8013,0.09323915512548138
000402.SZ,20050930,8.87,-0.2747,44.1762,6.4909,5.2237,0.023960073747144164
000402.SZ,20060331,11.51,-0.0857,56.7307,0.2437,0.2051,-0.04169042705420909
000402.SZ,20060630,8.2,-0.4693,29.8358,2.5133,2.4707,-0.1823215567939547
000402.SZ,20081231,7.61,-3.4556,62.1831,6.9387,6.3182,-0.05122758920667328
000402.SZ,20090331,9.09,0.0951,56.736,0.9712,0.7939,0.06946445838557566
000402.SZ,20090630,13.76,-0.3154,42.1046,3.9799,3.3197,0.3092304086579839
000402.SZ,20090930,11.23,-0.4429,41.6708,4.5909,3.967,0.05584975293655908
000402.SZ,20091231,12.13,-0.3658,35.4416,6.3097,5.5384,-0.1253571011566214
000402.SZ,20100331,11.01,-0.1686,51.7953,0.6021,0.555,0.030431117202539833
000402.SZ,20100630,8.32,-0.6058,52.5749,1.8706,1.6978,0.012092045765028552
000402.SZ,20100930,6.76,-0.5412,44.103,2.5524,2.291,-0.04058528011507833
000402.SZ,20101231,6.61,-0.3334,41.4168,5.7617,5.5953,0.0
000402.SZ,20110331,6.75,0.0122,44.5022,1.7449,1.8769,0.03620304866396064
000402.SZ,20110630,7.47,0.0625,44.7858,3.1807,3.4005,0.05362109143909741
000402.SZ,20110930,6.1,-0.1211,51.0395,4.698,4.97,-0.11303590240343317
000402.SZ,20121231,6.75,-0.1198,28.3378,6.2189999999999985,6.7138,0.16208329455296341
000402.SZ,20130930,5.38,-0.0077,31.4429,3.0103,3.3085,0.0018604656529196708
000402.SZ,20131231,5.23,-0.1422,43.2457,6.7316,7.1184,-0.003816798526700742
000402.SZ,20140331,5.05,-0.077,37.8513,0.7005,0.6948,0.09333193979221913
000402.SZ,20140630,5.45,-0.0625,34.492,1.0629,1.0489,-0.14175437180495462
000402.SZ,20140930,6.44,-0.0418,22.4745,1.876,1.862,-0.004647568396546851
000402.SZ,20141231,12.33,-0.0106,32.0057,5.937,5.9822,0.5105553169661289
000402.SZ,20150331,11.91,-0.1235,32.7949,1.4878,1.4548,0.16583354900169114
000402.SZ,20150630,14.13,-0.0221,25.7104,1.8932,1.813,0.11064298152290682
000402.SZ,20150930,8.21,-0.2754,34.122,2.3004,2.152,-0.0693987980198239
000402.SZ,20151231,11.53,-0.273,30.2922,4.249,3.8721,0.20637257126283412
000402.SZ,20160331,9.3,-0.0183,44.3276,1.1792,1.0623,0.05753799251218512
000402.SZ,20160630,9.72,0.0789,31.6677,1.3327,1.1919,-0.027398974188114388
000402.SZ,20160930,11.79,0.2323,30.711,1.5972,1.4625,-0.056875648392002195
000402.SZ,20170331,11.08,0.022,30.2738,0.8728,0.8609,0.01821543989134112
000402.SZ,20170630,11.72,0.0609,33.8137,1.8787,1.8783,0.005990604137156973
000402.SZ,20190930,7.7,0.1039,48.9896,2.4936,2.359,0.04924481296107806
000413.SZ,20021231,7.17,-0.0449,42.0486,3.3442,2.4894,-0.14030754573506057
000413.SZ,20030331,7.54,-0.1144,31.6851,0.5852,0.4325,-0.06916969051313925
000413.SZ,20030630,6.95,-0.1376,31.1278,0.8420000000000001,0.2798,-0.008596041469797908
000413.SZ,20030930,6.16,-0.1495,24.3893,1.7129,0.818,-0.028801990903706078
000413.SZ,20031231,4.39,-0.3517,27.2955,2.8778,1.9472,-0.1220765136497562
000413.SZ,20040331,6.64,0.0234,27.6356,0.4305,0.1458,0.14391210867908333
000413.SZ,20040630,5.86,0.0312,26.3221,0.6921,0.1183,-0.2821205607906347
000413.SZ,20040930,4.89,-0.0022,24.5339,1.5032,0.6336,-0.03021377859649671
000413.SZ,20041231,4.5,-0.1457,33.9566,3.1351,2.5738,-0.1426563004015233
000413.SZ,20050331,3.57,0.0437,29.3711,0.4309,0.1048,-0.17670356448973135
000413.SZ,20050630,3.47,-0.0153,24.7653,0.5512,0.0465,-0.014306395651237858
000413.SZ,20050930,3.38,-0.0129,31.1276,-1.7616,-2.6699,0.02092752010595582
000413.SZ,20121231,11.98,-0.3977,50.1562,26.7895,23.5115,0.11019503604469627
000413.SZ,20131231,16.93,-6.2631,61.8916,9.8978,7.7932,-0.11060368652532218
000413.SZ,20140331,20.05,-0.6017,54.8536,2.8892,2.6971,0.002997005240269506
000413.SZ,20140630,7.5,-0.8254,48.1631,5.5823,4.9293,-0.07201053597627227
000413.SZ,20140930,8.07,-0.6795,36.183,8.2618,6.8567,-0.0012383902511465827
