code,date,price,high,low,dolvol,baspread
000001.SZ,19970131,19.24,19.5,15.68,5137125842.0,3.82
000001.SZ,19970228,19.21,19.78,17.03,5601077858.0,2.75
000001.SZ,19970331,27.3,28.85,18.89,12333480228.0,9.96
000001.SZ,19970430,36.75,37.86,27.03,16703688482.0,10.829999999999998
000001.SZ,19970530,33.64,49.0,30.58,32128704250.0,18.42
000001.SZ,19970627,37.74,38.88,29.18,10011808324.0,9.700000000000003
000001.SZ,19970731,34.69,39.2,30.8,9211160602.0,8.400000000000002
000001.SZ,19970829,22.16,34.86,21.0,4210745320.0,13.86
000001.SZ,19970930,21.31,23.58,18.8,3621225440.0,4.7799999999999985
000001.SZ,19971031,25.09,27.7,20.76,12407958752.0,6.939999999999998
000001.SZ,19971128,24.26,26.5,23.4,4698224392.0,3.1000000000000014
000001.SZ,19971231,22.7,24.99,22.48,3535935968.0,2.509999999999998
000001.SZ,19980123,23.18,24.3,20.71,2774533396.0,3.59
000001.SZ,19980227,22.71,24.26,22.21,1208681152.0,2.0500000000000007
000001.SZ,19980331,21.57,22.7,20.05,2126286844.0,2.6499999999999986
000001.SZ,19980430,20.86,23.0,20.4,2931748224.0,2.6000000000000014
000001.SZ,19980529,20.07,21.4,19.95,2208165976.0,1.4499999999999993
000001.SZ,19980630,17.12,20.3,17.1,1746011384.0,3.1999999999999997
000001.SZ,19980731,17.26,18.0,15.01,1740171766.0,2.99
000001.SZ,19980831,16.14,17.5,15.0,1172085262.0,2.5
000001.SZ,19980930,15.77,16.5,15.38,859261529.0,1.1199999999999992
000001.SZ,19981030,14.89,15.8,14.28,835786636.0,1.5200000000000014
000001.SZ,19981130,15.87,17.77,14.5,1984691260.0,3.27
000001.SZ,19981231,14.85,16.35,14.72,684824336.0,1.6300000000000008
000001.SZ,19990129,14.47,15.25,14.3,447298278.0,0.9499999999999992
000001.SZ,19990209,13.59,14.55,13.24,200690092.0,1.3100000000000005
000001.SZ,19990331,13.69,14.47,13.5,612307998.0,0.9700000000000006
000001.SZ,19990430,13.4,14.8,13.1,876717575.0,1.7000000000000008
000001.SZ,19990531,18.54,18.54,12.1,3429114066.0,6.44
000001.SZ,19990630,27.54,29.4,18.01,24402558492.0,11.389999999999995
000001.SZ,19990730,22.1,28.0,18.88,11944654624.0,9.12
000001.SZ,19990831,24.65,25.22,21.08,6293475628.0,4.1400000000000015
000001.SZ,19990930,23.29,25.55,23.18,4164316868.0,2.370000000000001
000001.SZ,19991029,21.58,23.25,20.9,1487762072.0,2.3500000000000014
000001.SZ,19991130,19.69,22.68,19.58,2167748120.0,3.1000000000000014
000001.SZ,19991230,17.45,20.03,16.99,1681975090.0,3.0400000000000027
000001.SZ,20000128,18.53,20.48,17.2,3298463484.0,3.280000000000001
000001.SZ,20000229,18.32,21.01,17.8,4175317932.0,3.2100000000000013
000001.SZ,20000331,18.37,20.59,17.68,6859299262.0,2.91
000001.SZ,20000428,19.05,20.02,18.05,3897906836.0,1.9699999999999989
000001.SZ,20000531,18.0,19.18,17.48,1779608400.0,1.6999999999999993
000001.SZ,20000630,18.13,19.23,17.9,2675613716.0,1.3300000000000018
000001.SZ,20000731,18.51,19.47,17.58,2947046352.0,1.8900000000000008
000001.SZ,20000831,17.75,18.95,17.71,2153198116.0,1.2399999999999984
000001.SZ,20000929,16.96,17.85,16.1,1166688700.0,1.75
000001.SZ,20001031,17.55,17.86,16.66,1214757258.0,1.1999999999999993
000001.SZ,20001130,15.49,18.0,15.17,1808175980.0,2.83
000001.SZ,20001229,14.52,15.64,14.3,1121571400.0,1.34
000001.SZ,20010119,14.98,15.2,13.85,1012004200.0,1.3499999999999996
000001.SZ,20010228,14.09,15.1,13.8,518925890.0,1.299999999999999
000001.SZ,20010330,16.22,17.1,14.1,5903546066.0,3.0000000000000018
000001.SZ,20010430,15.53,17.11,15.48,2778050104.0,1.629999999999999
000001.SZ,20010531,16.2,16.43,15.18,1685612448.0,1.25
000001.SZ,20010629,15.31,16.6,15.17,1382545828.0,1.4300000000000015
000001.SZ,20010731,13.83,16.05,13.6,1076464570.0,2.450000000000001
000001.SZ,20010831,12.71,14.22,12.5,736130099.0,1.7200000000000006
000001.SZ,20010928,12.75,13.13,11.98,608094856.0,1.1500000000000004
000001.SZ,20011031,13.81,14.5,11.9,1880120538.0,2.6
000001.SZ,20011130,13.42,14.2,12.55,755405023.0,1.6499999999999986
000001.SZ,20011231,12.25,13.65,11.99,682191322.0,1.66
000001.SZ,20020131,10.53,12.3,9.45,776960811.0,2.8500000000000014
000001.SZ,20020228,10.15,10.98,10.08,438447832.0,0.9000000000000004
000001.SZ,20020329,11.03,12.2,10.1,2101749896.0,2.1
000001.SZ,20020430,11.5,11.79,10.36,924254092.0,1.4299999999999995
000001.SZ,20020531,11.16,11.93,10.8,955067018.0,1.129999999999999
000001.SZ,20020628,15.0,15.5,10.92,6403914202.0,4.58
000001.SZ,20020731,15.01,15.5,13.9,5989213146.0,1.5999999999999996
000001.SZ,20020830,15.4,15.8,14.51,3998026444.0,1.2900000000000011
000001.SZ,20020927,13.77,15.86,13.6,2551309408.0,2.26
000001.SZ,20021031,12.95,13.67,12.53,1286757196.0,1.1400000000000006
000001.SZ,20021129,12.1,13.93,11.4,2483685448.0,2.53
000001.SZ,20021231,10.49,12.09,10.2,1390623668.0,1.8900000000000008
000001.SZ,20030129,11.63,11.8,9.91,2765537760.0,1.8900000000000008
000001.SZ,20030228,11.27,11.6,10.81,936307912.0,0.7899999999999991
000001.SZ,20030331,11.79,11.85,10.68,1744528602.0,1.17
000001.SZ,20030430,12.43,13.9,11.6,8006313702.0,2.3000000000000007
000001.SZ,20030530,12.55,13.18,11.8,2962253848.0,1.379999999999999
000001.SZ,20030630,11.09,12.54,11.01,1357192912.0,1.5299999999999994
000001.SZ,20030731,10.61,11.48,10.32,1124462256.0,1.16
000001.SZ,20030829,10.33,11.16,10.1,834362768.0,1.0600000000000005
000001.SZ,20030930,9.17,10.51,8.99,889565268.0,1.5199999999999996
000001.SZ,20031031,8.14,9.47,7.97,627835455.0,1.5000000000000009
000001.SZ,20031128,8.38,8.99,7.62,1111823172.0,1.37
000001.SZ,20031231,8.51,9.15,8.25,1487433702.0,0.9000000000000004
000001.SZ,20040130,9.28,9.59,8.41,1528924236.0,1.1799999999999995
000001.SZ,20040227,10.36,11.39,9.35,4380283334.0,2.040000000000001
000001.SZ,20040331,10.66,11.4,10.05,3900950840.0,1.3499999999999996
000001.SZ,20040430,9.33,10.78,8.9,1851526612.0,1.879999999999999
000001.SZ,20040531,9.62,9.9,8.81,555807893.0,1.09
000001.SZ,20040630,8.6,10.04,8.38,893088519.0,1.6599999999999984
000001.SZ,20040730,8.11,8.8,8.0,475630400.0,0.8000000000000007
000001.SZ,20040831,8.16,8.29,7.9,352195383.0,0.3899999999999988
000001.SZ,20040930,8.16,9.24,7.86,1198095790.0,1.38
000001.SZ,20041029,7.17,8.49,6.6,837882636.0,1.8900000000000008
000001.SZ,20041130,7.05,7.5,6.79,650625129.0,0.71
000001.SZ,20041231,6.59,7.24,6.55,387461475.0,0.6900000000000004
000001.SZ,20050131,6.06,6.65,5.85,364576363.0,0.8000000000000007
000001.SZ,20050228,6.48,6.77,6.06,442179166.0,0.71
000001.SZ,20050331,5.21,6.5,5.05,473815543.0,1.4500000000000002
000001.SZ,20050429,6.2,7.39,5.12,2621468198.0,2.27
000001.SZ,20050531,6.01,6.4,5.76,776811944.0,0.6400000000000006
000001.SZ,20050630,5.93,6.93,5.7,1396565124.0,1.2299999999999995
000001.SZ,20050729,5.93,6.15,5.42,700027207.0,0.7300000000000004
000001.SZ,20050831,6.23,6.49,5.82,1406012414.0,0.6699999999999999
000001.SZ,20050930,5.76,6.44,5.75,1075347928.0,0.6900000000000004
000001.SZ,20051031,5.71,6.58,5.51,710124316.0,1.0700000000000005
000001.SZ,20051130,5.84,5.9,5.51,501380172.0,0.39000000000000057
000001.SZ,20051230,6.14,6.27,5.6,815753495.0,0.6699999999999999
000001.SZ,20060125,6.35,6.5,6.05,1096272782.0,0.4500000000000002
000001.SZ,20060228,6.84,7.1,6.13,1955446452.0,0.9699999999999998
000001.SZ,20060331,6.37,6.89,6.15,1556451296.0,0.7399999999999993
000001.SZ,20060428,7.88,8.09,6.28,3297142536.0,1.81
000001.SZ,20060531,8.78,8.99,7.66,4375992932.0,1.33
000001.SZ,20060630,7.56,7.9,6.8,2548890086.0,1.1000000000000003
000001.SZ,20060731,6.72,8.23,6.69,1604749198.0,1.54
000001.SZ,20060831,7.23,7.39,6.55,1021664118.0,0.8399999999999999
000001.SZ,20060929,8.16,8.26,7.01,2170450794.0,1.25
000001.SZ,20061031,9.55,10.25,8.3,3799773856.0,1.9499999999999995
000001.SZ,20061130,12.65,13.18,9.1,8149120562.0,4.08
000001.SZ,20061229,14.47,14.68,12.21,10115948764.0,2.4699999999999993
000001.SZ,20070131,19.13,20.98,13.0,16783391706.0,7.98
000001.SZ,20070228,19.05,21.4,16.66,9478214400.0,4.739999999999998
000001.SZ,20070330,18.88,20.88,17.28,11466152248.0,3.5999999999999983
000001.SZ,20070430,25.95,25.95,18.95,14751428404.0,7.0
000001.SZ,20070531,28.69,30.48,25.89,11882885620.0,4.59
000001.SZ,20070629,27.52,36.58,27.22,17028330500.0,9.36
000001.SZ,20070731,36.23,36.4,25.14,19631254642.0,11.259999999999998
000001.SZ,20070831,38.0,40.86,34.38,26257588910.0,6.479999999999998
000001.SZ,20070928,39.98,40.3,34.57,14539712590.0,5.729999999999998
000001.SZ,20071031,48.05,48.8,38.1,16548386460.0,10.699999999999996
000001.SZ,20071130,36.08,48.98,33.6,14277708886.0,15.379999999999995
000001.SZ,20071228,38.6,40.09,34.96,16135784270.0,5.130000000000003
000001.SZ,20080131,33.3,44.5,32.81,19447691072.0,11.689999999999998
000001.SZ,20080229,33.15,38.3,30.58,8671295948.0,7.719999999999999
000001.SZ,20080331,28.2,33.56,24.48,18212670430.0,9.080000000000002
000001.SZ,20080430,29.62,30.35,21.5,14219403152.0,8.850000000000003
000001.SZ,20080530,25.23,30.15,24.19,9019284210.0,5.959999999999997
000001.SZ,20080630,19.33,26.1,19.02,7131855670.0,7.080000000000003
000001.SZ,20080731,20.8,22.13,17.77,6835156364.0,4.3599999999999985
000001.SZ,20080829,20.2,22.3,18.68,3953538112.0,3.620000000000001
000001.SZ,20080926,14.99,20.1,12.4,5109864790.0,7.700000000000001
000001.SZ,20081031,8.37,14.78,8.3,6500167708.0,6.479999999999999
000001.SZ,20081128,8.99,11.35,8.0,9601167140.0,3.35
000001.SZ,20081231,9.46,11.33,8.79,12636765932.0,2.540000000000001
000001.SZ,20090123,11.64,12.2,8.88,10456370704.0,3.3199999999999985
000001.SZ,20090227,13.8,15.98,11.51,15504136914.0,4.4700000000000015
000001.SZ,20090331,15.94,16.65,12.98,17616597894.0,3.669999999999998
000001.SZ,20090430,16.32,17.24,15.0,12859201248.0,2.2399999999999984
000001.SZ,20090527,17.84,19.2,16.26,9967137572.0,2.9399999999999977
000001.SZ,20090630,21.82,22.84,17.96,22929026430.0,4.879999999999999
000001.SZ,20090731,26.18,26.18,21.56,27602469740.0,4.620000000000001
000001.SZ,20090831,18.19,25.87,18.04,19863330490.0,7.830000000000003
000001.SZ,20090930,20.01,22.2,18.19,13798045274.0,4.009999999999998
000001.SZ,20091030,22.48,23.11,20.22,8678130588.0,2.890000000000001
000001.SZ,20091130,24.26,26.73,21.8,18076004446.0,4.93
000001.SZ,20091231,24.37,25.8,22.28,14967925182.0,3.52
000001.SZ,20100129,21.7,24.58,20.6,21047715878.0,3.979999999999997
000001.SZ,20100226,22.45,22.62,21.0,9158631932.0,1.620000000000001
000001.SZ,20100331,23.2,24.27,22.17,14283903300.0,2.099999999999998
000001.SZ,20100430,20.56,23.86,19.31,16945568918.0,4.550000000000002
000001.SZ,20100531,17.51,20.3,17.02,13321433980.0,3.280000000000001
000001.SZ,20100630,17.51,18.82,16.5,9012716252.0,2.3200000000000003
000001.SZ,20100930,16.22,19.0,16.11,12311598256.0,2.890000000000001
000001.SZ,20101029,18.41,20.06,16.5,19465293010.0,3.5599999999999987
000001.SZ,20101130,16.39,19.39,16.18,18826587228.0,3.2100000000000013
000001.SZ,20101231,15.79,16.88,15.51,8237111696.0,1.3699999999999992
000001.SZ,20110131,15.31,16.78,14.86,7744820366.0,1.9200000000000017
000001.SZ,20110228,15.93,16.17,15.2,6485081818.0,0.9700000000000024
000001.SZ,20110331,16.08,16.97,15.65,12606364470.0,1.3199999999999985
000001.SZ,20110429,18.2,19.0,16.07,17982608550.0,2.93
000001.SZ,20110531,17.66,18.59,17.0,7592393882.0,1.59
000001.SZ,20110630,17.07,17.65,15.75,7170046934.0,1.8999999999999984
000001.SZ,20110729,17.34,18.2,16.7,8476510150.0,1.5
000001.SZ,20110831,16.85,17.52,15.55,7986213710.0,1.9699999999999989
000001.SZ,20110930,16.04,17.2,15.84,4728017600.0,1.3599999999999994
000001.SZ,20111031,16.88,17.2,15.45,4515378128.0,1.75
000001.SZ,20111130,15.51,17.19,15.48,5550801112.0,1.7100000000000009
000001.SZ,20111230,15.59,16.27,14.93,4901655074.0,1.34
000001.SZ,20120131,16.64,16.94,15.13,2972724632.0,1.8100000000000005
000001.SZ,20120229,17.1,17.48,16.34,7882999790.0,1.1400000000000006
000001.SZ,20120330,15.71,17.78,15.46,8620368514.0,2.3200000000000003
000001.SZ,20120427,16.56,17.12,15.45,5757452080.0,1.6700000000000017
000001.SZ,20120531,15.69,16.94,15.52,5745311296.0,1.4200000000000017
000001.SZ,20120629,15.16,15.88,14.45,5981067330.0,1.4300000000000015
000001.SZ,20120731,15.1,15.48,14.61,4087039824.0,0.870000000000001
000001.SZ,20120831,14.19,15.3,14.03,4270748456.0,1.2700000000000014
000001.SZ,20120928,13.13,14.4,12.59,4099573280.0,1.8100000000000005
000001.SZ,20121031,13.16,13.56,12.87,2843903872.0,0.6900000000000013
000001.SZ,20121130,12.8,13.71,12.7,3039954724.0,1.0100000000000016
000001.SZ,20121231,16.02,16.17,12.48,10264223506.0,3.690000000000001
000001.SZ,20130131,21.1,21.55,15.45,24419356850.0,6.100000000000001
000001.SZ,20130228,23.0,23.0,18.95,20610947390.0,4.050000000000002
000001.SZ,20130329,20.12,24.71,19.64,37767252660.0,5.07
000001.SZ,20130426,18.7,20.9,18.05,20792674934.0,2.8499999999999983
000001.SZ,20130531,20.99,21.7,18.4,22955358976.0,3.3000000000000007
000001.SZ,20130628,9.97,21.33,9.14,14683112280.0,12.189999999999998
000001.SZ,20130731,9.59,10.84,8.97,19449268470.0,1.8699999999999992
000001.SZ,20130830,10.61,11.25,9.61,20745506934.0,1.6400000000000006
000001.SZ,20130930,11.88,13.86,10.63,24411676594.0,3.229999999999998
000001.SZ,20131031,13.9,14.49,11.51,21648146076.0,2.9800000000000004
000001.SZ,20131129,13.6,14.2,12.96,22018209344.0,1.2399999999999984
000001.SZ,20131231,12.25,14.06,11.43,15826572678.0,2.630000000000001
000001.SZ,20140130,11.4,12.3,11.25,10088200580.0,1.0500000000000007
000001.SZ,20140228,11.13,12.5,10.88,12739154518.0,1.6199999999999992
000001.SZ,20140331,10.77,11.08,10.03,11922078216.0,1.0500000000000007
000001.SZ,20140430,11.14,11.6,10.59,12598445724.0,1.0099999999999998
000001.SZ,20140530,11.5,11.74,10.81,7956053076.0,0.9299999999999996
000001.SZ,20140630,9.91,11.84,9.6,9288538248.0,2.24
000001.SZ,20140731,10.87,11.1,9.52,13916497418.58,1.58
000001.SZ,20140829,10.25,11.09,10.14,13119055545.63,0.9499999999999992
000001.SZ,20140930,10.14,10.64,10.02,13362077385.47,0.620000000000001
000001.SZ,20141031,11.03,11.35,9.98,17797379839.68,1.3699999999999992
000001.SZ,20141128,12.44,12.44,10.5,36573376770.24,1.9399999999999995
000001.SZ,20141231,15.84,16.16,12.08,96368252435.96,4.08
000001.SZ,20150130,13.93,16.39,13.56,45864644346.39,2.83
000001.SZ,20150227,13.99,14.43,13.22,18043554149.66,1.2099999999999989
000001.SZ,20150331,15.75,16.6,13.29,56154736023.95,3.3100000000000023
000001.SZ,20150430,16.7,19.8,15.55,98955081926.83,4.25
000001.SZ,20150529,15.32,16.91,14.97,63975192811.67,1.9399999999999995
000001.SZ,20150630,14.54,17.45,12.75,76725322878.5,4.699999999999998
000001.SZ,20150731,12.36,15.36,12.02,71845562869.8,3.34
000001.SZ,20150831,11.07,12.99,9.3,26673720582.61,3.69
000001.SZ,20150930,10.49,12.0,10.32,16640840570.81,1.6799999999999995
000001.SZ,20151030,11.36,11.81,10.7,12705085900.67,1.1100000000000012
000001.SZ,20151130,11.74,13.38,11.01,23292363787.06,2.370000000000001
000001.SZ,20151231,11.99,12.78,11.51,19729027121.38,1.2699999999999996
000001.SZ,20160129,10.0,12.03,9.6,11221760068.85,2.43
000001.SZ,20160229,9.56,10.31,9.42,6617150065.91,0.8900000000000006
000001.SZ,20160331,10.64,10.94,9.58,13280855155.15,1.3599999999999994
000001.SZ,20160429,10.57,10.97,10.36,9332734022.84,0.6100000000000012
000001.SZ,20160531,10.55,10.75,10.17,7282326635.24,0.5800000000000001
000001.SZ,20160630,8.7,10.55,8.52,6685526428.38,2.0300000000000007
000001.SZ,20160729,9.2,9.24,8.67,8453158059.44,0.5700000000000003
000001.SZ,20160831,9.49,9.8,8.93,16279125602.51,0.870000000000001
000001.SZ,20160930,9.07,9.52,9.01,7673008543.89,0.5099999999999998
000001.SZ,20161031,9.15,9.3,9.03,7202567377.46,0.2700000000000013
000001.SZ,20161130,9.55,9.78,9.01,16309416824.81,0.7699999999999996
000001.SZ,20161230,9.1,9.77,9.02,12220899083.12,0.75
000001.SZ,20170126,9.33,9.34,9.07,7001209295.75,0.2699999999999996
000001.SZ,20170228,9.48,9.62,9.23,7977982198.81,0.3899999999999988
000001.SZ,20170331,9.17,9.55,9.06,11977506646.29,0.4900000000000002
000001.SZ,20170428,8.99,9.22,8.89,7268940860.95,0.3300000000000001
000001.SZ,20170531,9.2,9.23,8.54,10839207392.06,0.6900000000000013
000001.SZ,20170630,9.39,9.49,8.99,11715516210.68,0.5
000001.SZ,20170731,10.67,11.33,9.27,37369879401.75,2.0600000000000005
000001.SZ,20170831,11.28,11.74,9.99,28594787151.52,1.75
000001.SZ,20170929,11.11,11.94,10.82,18278674146.21,1.1199999999999992
000001.SZ,20171031,11.54,11.73,11.12,15972169889.79,0.6100000000000012
000001.SZ,20171130,13.38,15.24,11.09,56042788954.51,4.15
000001.SZ,20171229,13.3,13.86,12.64,39142898845.8,1.2199999999999989
000001.SZ,20180131,14.05,15.13,12.86,64548697328.36,2.2700000000000014
000001.SZ,20180228,12.05,14.57,11.38,33225037914.23,3.1899999999999995
000001.SZ,20180330,10.9,12.34,10.55,26925601133.24,1.7899999999999991
000001.SZ,20180427,10.85,11.94,10.51,26556911800.6,1.4299999999999995
000001.SZ,20180531,10.18,11.23,10.02,19652776154.27,1.2100000000000009
000001.SZ,20180629,9.09,10.46,8.87,17912513913.26,1.5900000000000016
000001.SZ,20180731,9.42,9.59,8.45,18327371699.21,1.1400000000000006
000001.SZ,20180831,10.13,10.43,8.64,20886716953.78,1.7899999999999991
000001.SZ,20180928,11.05,11.27,9.68,19428419455.2,1.59
000001.SZ,20181031,10.91,11.46,9.7,29608782523.25,1.7600000000000016
000001.SZ,20181130,10.36,11.16,10.16,22211058962.23,1.0
000001.SZ,20181228,9.38,10.66,9.21,11974162200.99,1.4499999999999993
000001.SZ,20190131,11.1,11.2,9.15,18760030468.84,2.049999999999999
000001.SZ,20190228,12.36,12.66,10.9,22306694152.27,1.7599999999999998
000001.SZ,20190329,12.82,13.38,12.01,33645833416.2,1.370000000000001
000001.SZ,20190430,13.85,14.84,12.83,36205464667.95,2.01
000001.SZ,20190531,12.18,13.35,11.93,23370285876.27,1.42
000001.SZ,20190628,13.78,13.95,11.6,21377644710.93,2.35
000001.SZ,20190731,14.13,14.55,13.44,23072907184.2,1.1100000000000012
000001.SZ,20190830,14.16,15.22,13.03,43313563820.85,2.1900000000000013
000001.SZ,20190930,15.59,16.04,14.11,37994867477.51,1.93
000001.SZ,20191031,16.26,17.6,15.6,33553939986.08,2.0000000000000018
000001.SZ,20191129,15.29,17.44,15.18,26720137958.53,2.2600000000000016
000001.SZ,20191231,16.45,16.93,15.21,24339018914.74,1.7199999999999989
000002.SZ,19970131,11.18,11.45,9.36,734967479.0,2.09
000002.SZ,19970228,11.18,11.3,9.51,450902216.0,1.790000000000001
000002.SZ,19970331,14.36,14.68,10.9,1927914920.0,3.78
000002.SZ,19970430,20.28,21.5,13.8,4115418868.0,7.699999999999998
000002.SZ,19970530,17.97,22.5,15.6,3162777752.0,6.9
000002.SZ,19970627,21.09,24.23,18.25,5351389218.0,5.98
000002.SZ,19970731,16.06,21.9,15.0,1917419454.0,6.899999999999999
000002.SZ,19970829,12.75,16.21,11.71,636313185.0,4.5
000002.SZ,19970930,10.59,13.3,9.76,387825589.0,3.5400000000000014
000002.SZ,19971031,14.88,16.1,10.39,2206006232.0,5.710000000000001
000002.SZ,19971128,14.08,16.52,13.18,1350214063.0,3.34
000002.SZ,19971231,14.11,14.75,13.31,506072129.0,1.4399999999999995
000002.SZ,19980123,13.1,15.08,12.68,502456063.0,2.4000000000000004
000002.SZ,19980227,12.36,14.0,12.08,182853774.0,1.92
000002.SZ,19980331,13.44,13.98,11.0,367126517.0,2.9800000000000004
000002.SZ,19980430,14.07,14.65,12.76,916427542.0,1.8900000000000008
000002.SZ,19980529,13.4,14.76,13.26,570272561.0,1.5
000002.SZ,19980630,11.63,13.6,11.6,355567069.0,2.0
000002.SZ,19980731,11.13,13.5,10.93,380965015.0,2.5700000000000003
000002.SZ,19980831,9.41,11.28,8.4,231856145.0,2.879999999999999
000002.SZ,19980930,9.54,10.47,9.05,257870862.0,1.42
000002.SZ,19981030,8.72,9.69,8.51,148369830.0,1.1799999999999995
000002.SZ,19981130,9.12,9.68,8.6,241438533.0,1.08
000002.SZ,19981231,8.4,9.35,8.31,140182743.0,1.0399999999999991
000002.SZ,19990129,7.85,8.62,7.6,107486520.0,1.0199999999999996
000002.SZ,19990209,7.68,8.08,7.4,37453946.0,0.6799999999999997
000002.SZ,19990331,7.84,8.35,7.5,144875040.0,0.8499999999999996
000002.SZ,19990430,9.09,9.17,7.8,454144645.0,1.37
000002.SZ,19990531,11.25,12.0,7.85,1277180166.0,4.15
000002.SZ,19990630,14.26,15.8,10.24,3127760244.0,5.5600000000000005
000002.SZ,19990730,12.92,14.5,10.9,1352697249.0,3.6
000002.SZ,19990831,11.43,13.33,10.6,599503481.0,2.7300000000000004
000002.SZ,19990930,10.61,11.65,10.6,291343399.0,1.0500000000000007
000002.SZ,19991029,9.73,10.88,9.2,118432384.0,1.6800000000000015
000002.SZ,19991130,11.11,12.29,9.2,1518991506.0,3.09
000002.SZ,19991230,9.75,11.46,9.4,509118830.0,2.0600000000000005
000002.SZ,20000128,10.55,11.7,9.6,1066681170.0,2.1
000002.SZ,20000229,14.83,14.83,10.5,5384521628.0,4.33
000002.SZ,20000331,12.69,16.25,11.66,4730358632.0,4.59
000002.SZ,20000428,12.48,13.66,12.08,1661669304.0,1.58
000002.SZ,20000531,11.89,12.5,10.74,850914246.0,1.7599999999999998
000002.SZ,20000630,13.51,14.28,11.99,1732880647.0,2.289999999999999
000002.SZ,20000731,13.88,14.98,12.71,2464622232.0,2.27
000002.SZ,20000831,13.06,14.88,13.01,1671660356.0,1.870000000000001
000002.SZ,20000929,12.37,13.4,12.18,588252040.0,1.2200000000000006
000002.SZ,20001031,13.2,13.75,12.2,621907591.0,1.5500000000000007
000002.SZ,20001130,14.0,14.65,13.08,1567344844.0,1.5700000000000005
000002.SZ,20001229,13.99,14.7,13.5,1032458462.0,1.1999999999999993
000002.SZ,20010119,14.93,15.99,13.95,1878453520.0,2.040000000000001
000002.SZ,20010228,13.77,15.05,12.96,1197812096.0,2.09
000002.SZ,20010330,15.13,15.5,13.66,1415452740.0,1.84
000002.SZ,20010430,14.58,15.83,14.53,1316804274.0,1.3000000000000007
000002.SZ,20010531,14.2,15.05,14.1,707785536.0,0.9500000000000012
000002.SZ,20010629,14.81,15.2,13.81,1048571264.0,1.3899999999999988
000002.SZ,20010731,13.83,15.2,13.7,749616671.0,1.5
000002.SZ,20010831,14.6,15.17,13.65,1175731546.0,1.5199999999999996
000002.SZ,20010928,14.77,15.99,14.4,1440192924.0,1.59
000002.SZ,20011031,13.41,15.11,12.12,1478555432.0,2.99
000002.SZ,20011130,13.5,14.0,12.33,599702490.0,1.67
000002.SZ,20011231,13.35,13.93,12.68,448468802.0,1.25
000002.SZ,20020131,12.38,13.2,10.88,564292350.0,2.3199999999999985
000002.SZ,20020228,12.64,13.21,12.21,262475282.0,1.0
000002.SZ,20020329,12.68,13.78,12.37,1019834481.0,1.41
000002.SZ,20020430,12.42,13.14,12.08,324220489.0,1.0600000000000005
000002.SZ,20020531,11.3,12.55,11.23,246214512.0,1.3200000000000005
000002.SZ,20020628,13.21,13.55,10.98,1082199368.0,2.5700000000000003
000002.SZ,20020731,12.05,13.75,11.98,661705744.0,1.7699999999999996
000002.SZ,20020830,11.87,12.39,11.63,201717766.0,0.7599999999999998
000002.SZ,20020927,11.43,11.97,11.33,142268514.0,0.6400000000000006
000002.SZ,20021031,10.99,11.4,10.9,105445978.0,0.5
000002.SZ,20021129,10.13,11.45,9.49,297272899.0,1.959999999999999
000002.SZ,20021231,9.65,10.18,9.4,164820218.0,0.7799999999999994
000002.SZ,20030129,10.07,10.3,8.99,453216605.0,1.3100000000000005
000002.SZ,20030228,10.33,10.43,9.81,219600351.0,0.6199999999999992
000002.SZ,20030331,11.81,11.95,10.3,1527055583.0,1.6499999999999986
000002.SZ,20030430,12.84,14.38,11.65,2918764996.0,2.7300000000000004
000002.SZ,20030530,7.13,14.1,6.6,2232269856.0,7.5
000002.SZ,20030630,5.82,7.34,5.7,1550748458.0,1.6399999999999997
000002.SZ,20030731,6.37,6.58,5.74,839190836.0,0.8399999999999999
000002.SZ,20030829,6.46,6.78,6.3,570395263.0,0.4800000000000004
000002.SZ,20030930,5.86,6.7,5.7,571379142.0,1.0
000002.SZ,20031031,5.94,6.3,5.85,301246612.0,0.4500000000000002
000002.SZ,20031128,5.91,6.33,5.72,479267081.0,0.6100000000000003
000002.SZ,20031231,6.54,6.7,5.79,1361430528.0,0.91
000002.SZ,20040130,7.85,8.31,6.47,2595185512.0,1.8400000000000007
000002.SZ,20040227,8.16,8.75,7.74,3269505224.0,1.0099999999999998
000002.SZ,20040331,8.83,9.09,7.97,2785331088.0,1.12
000002.SZ,20040430,7.69,9.7,7.45,2763868300.0,2.249999999999999
000002.SZ,20040531,5.05,7.86,4.8,803103480.0,3.0600000000000005
000002.SZ,20040630,4.86,5.13,4.5,680006600.0,0.6299999999999999
000002.SZ,20040730,5.35,5.45,4.83,992563999.0,0.6200000000000001
000002.SZ,20040831,5.02,5.66,4.73,1186646674.0,0.9299999999999996
000002.SZ,20040930,5.42,5.66,4.68,1430366233.0,0.9800000000000004
000002.SZ,20041029,5.0,5.87,4.95,2209444068.0,0.92
000002.SZ,20041130,5.12,5.26,4.86,856725172.0,0.39999999999999947
000002.SZ,20041231,5.26,5.29,4.89,693192118.0,0.4000000000000004
000002.SZ,20050131,5.68,5.81,5.17,1154854574.0,0.6399999999999997
000002.SZ,20050228,5.7,6.27,5.63,1377961400.0,0.6399999999999997
000002.SZ,20050331,5.52,5.95,5.2,1795570792.0,0.75
000002.SZ,20050429,5.9,5.97,5.49,1565761780.0,0.4799999999999995
000002.SZ,20050531,4.65,5.91,4.53,966947988.0,1.38
